id,target
boostcamp-sts-v1-test-000,3.37
boostcamp-sts-v1-test-001,4.26
boostcamp-sts-v1-test-002,2.05
boostcamp-sts-v1-test-003,0.24
boostcamp-sts-v1-test-004,4.31
boostcamp-sts-v1-test-005,2.52
boostcamp-sts-v1-test-006,4.64
boostcamp-sts-v1-test-007,1.23
boostcamp-sts-v1-test-008,0.38
boostcamp-sts-v1-test-009,4.16
boostcamp-sts-v1-test-010,2.15
boostcamp-sts-v1-test-011,2.22
boostcamp-sts-v1-test-012,3.12
boostcamp-sts-v1-test-013,2.52
boostcamp-sts-v1-test-014,0.94
boostcamp-sts-v1-test-015,4.45
boostcamp-sts-v1-test-016,4.67
boostcamp-sts-v1-test-017,2.54
boostcamp-sts-v1-test-018,4.58
boostcamp-sts-v1-test-019,4.66
boostcamp-sts-v1-test-020,1.99
boostcamp-sts-v1-test-021,2.29
boostcamp-sts-v1-test-022,2.42
boostcamp-sts-v1-test-023,0.82
boostcamp-sts-v1-test-024,1.67
boostcamp-sts-v1-test-025,2.46
boostcamp-sts-v1-test-026,0.62
boostcamp-sts-v1-test-027,1.83
boostcamp-sts-v1-test-028,3.7
boostcamp-sts-v1-test-029,3.23
boostcamp-sts-v1-test-030,4.54
boostcamp-sts-v1-test-031,0.85
boostcamp-sts-v1-test-032,2.97
boostcamp-sts-v1-test-033,2.47
boostcamp-sts-v1-test-034,3.78
boostcamp-sts-v1-test-035,0.58
boostcamp-sts-v1-test-036,3.23
boostcamp-sts-v1-test-037,0.29
boostcamp-sts-v1-test-038,2.97
boostcamp-sts-v1-test-039,3.69
boostcamp-sts-v1-test-040,0.55
boostcamp-sts-v1-test-041,3.82
boostcamp-sts-v1-test-042,0.36
boostcamp-sts-v1-test-043,1.02
boostcamp-sts-v1-test-044,2.13
boostcamp-sts-v1-test-045,4.78
boostcamp-sts-v1-test-046,0.91
boostcamp-sts-v1-test-047,0.94
boostcamp-sts-v1-test-048,0.48
boostcamp-sts-v1-test-049,2.44
boostcamp-sts-v1-test-050,0.07
boostcamp-sts-v1-test-051,1.52
boostcamp-sts-v1-test-052,4.04
boostcamp-sts-v1-test-053,3.11
boostcamp-sts-v1-test-054,4.44
boostcamp-sts-v1-test-055,1.18
boostcamp-sts-v1-test-056,4.14
boostcamp-sts-v1-test-057,1.23
boostcamp-sts-v1-test-058,2.3
boostcamp-sts-v1-test-059,4.1
boostcamp-sts-v1-test-060,4.5
boostcamp-sts-v1-test-061,3.46
boostcamp-sts-v1-test-062,1.07
boostcamp-sts-v1-test-063,1.6
boostcamp-sts-v1-test-064,3.01
boostcamp-sts-v1-test-065,4.6
boostcamp-sts-v1-test-066,2.93
boostcamp-sts-v1-test-067,0.47
boostcamp-sts-v1-test-068,2.26
boostcamp-sts-v1-test-069,3.21
boostcamp-sts-v1-test-070,0.33
boostcamp-sts-v1-test-071,3.07
boostcamp-sts-v1-test-072,4.47
boostcamp-sts-v1-test-073,4.33
boostcamp-sts-v1-test-074,0.09
boostcamp-sts-v1-test-075,2.39
boostcamp-sts-v1-test-076,3.37
boostcamp-sts-v1-test-077,1.91
boostcamp-sts-v1-test-078,2.07
boostcamp-sts-v1-test-079,4.42
boostcamp-sts-v1-test-080,0.74
boostcamp-sts-v1-test-081,4.13
boostcamp-sts-v1-test-082,4.0
boostcamp-sts-v1-test-083,1.21
boostcamp-sts-v1-test-084,0.78
boostcamp-sts-v1-test-085,4.74
boostcamp-sts-v1-test-086,3.61
boostcamp-sts-v1-test-087,2.17
boostcamp-sts-v1-test-088,4.2
boostcamp-sts-v1-test-089,4.21
boostcamp-sts-v1-test-090,4.52
boostcamp-sts-v1-test-091,1.71
boostcamp-sts-v1-test-092,0.64
boostcamp-sts-v1-test-093,2.13
boostcamp-sts-v1-test-094,4.49
boostcamp-sts-v1-test-095,1.68
boostcamp-sts-v1-test-096,3.59
boostcamp-sts-v1-test-097,2.52
boostcamp-sts-v1-test-098,0.19
boostcamp-sts-v1-test-099,3.45
boostcamp-sts-v1-test-100,2.06
boostcamp-sts-v1-test-101,4.65
boostcamp-sts-v1-test-102,4.66
boostcamp-sts-v1-test-103,3.81
boostcamp-sts-v1-test-104,4.43
boostcamp-sts-v1-test-105,0.84
boostcamp-sts-v1-test-106,3.54
boostcamp-sts-v1-test-107,3.74
boostcamp-sts-v1-test-108,3.19
boostcamp-sts-v1-test-109,4.0
boostcamp-sts-v1-test-110,3.61
boostcamp-sts-v1-test-111,0.24
boostcamp-sts-v1-test-112,0.08
boostcamp-sts-v1-test-113,2.26
boostcamp-sts-v1-test-114,1.38
boostcamp-sts-v1-test-115,2.7
boostcamp-sts-v1-test-116,0.76
boostcamp-sts-v1-test-117,4.71
boostcamp-sts-v1-test-118,2.71
boostcamp-sts-v1-test-119,3.47
boostcamp-sts-v1-test-120,4.59
boostcamp-sts-v1-test-121,2.07
boostcamp-sts-v1-test-122,1.15
boostcamp-sts-v1-test-123,4.05
boostcamp-sts-v1-test-124,1.42
boostcamp-sts-v1-test-125,1.16
boostcamp-sts-v1-test-126,4.0
boostcamp-sts-v1-test-127,4.71
boostcamp-sts-v1-test-128,4.14
boostcamp-sts-v1-test-129,4.69
boostcamp-sts-v1-test-130,3.44
boostcamp-sts-v1-test-131,4.32
boostcamp-sts-v1-test-132,4.58
boostcamp-sts-v1-test-133,1.1
boostcamp-sts-v1-test-134,4.66
boostcamp-sts-v1-test-135,3.81
boostcamp-sts-v1-test-136,1.67
boostcamp-sts-v1-test-137,3.95
boostcamp-sts-v1-test-138,3.2
boostcamp-sts-v1-test-139,1.94
boostcamp-sts-v1-test-140,4.7
boostcamp-sts-v1-test-141,1.43
boostcamp-sts-v1-test-142,3.87
boostcamp-sts-v1-test-143,4.45
boostcamp-sts-v1-test-144,1.07
boostcamp-sts-v1-test-145,0.26
boostcamp-sts-v1-test-146,0.67
boostcamp-sts-v1-test-147,0.73
boostcamp-sts-v1-test-148,0.97
boostcamp-sts-v1-test-149,4.25
boostcamp-sts-v1-test-150,0.49
boostcamp-sts-v1-test-151,4.5
boostcamp-sts-v1-test-152,2.21
boostcamp-sts-v1-test-153,2.78
boostcamp-sts-v1-test-154,0.75
boostcamp-sts-v1-test-155,1.17
boostcamp-sts-v1-test-156,4.71
boostcamp-sts-v1-test-157,4.46
boostcamp-sts-v1-test-158,4.62
boostcamp-sts-v1-test-159,1.36
boostcamp-sts-v1-test-160,4.56
boostcamp-sts-v1-test-161,1.34
boostcamp-sts-v1-test-162,3.12
boostcamp-sts-v1-test-163,0.79
boostcamp-sts-v1-test-164,2.78
boostcamp-sts-v1-test-165,4.56
boostcamp-sts-v1-test-166,0.93
boostcamp-sts-v1-test-167,4.48
boostcamp-sts-v1-test-168,0.88
boostcamp-sts-v1-test-169,4.55
boostcamp-sts-v1-test-170,4.24
boostcamp-sts-v1-test-171,3.18
boostcamp-sts-v1-test-172,4.38
boostcamp-sts-v1-test-173,1.03
boostcamp-sts-v1-test-174,4.13
boostcamp-sts-v1-test-175,2.09
boostcamp-sts-v1-test-176,0.31
boostcamp-sts-v1-test-177,4.67
boostcamp-sts-v1-test-178,0.59
boostcamp-sts-v1-test-179,4.08
boostcamp-sts-v1-test-180,3.09
boostcamp-sts-v1-test-181,2.35
boostcamp-sts-v1-test-182,3.12
boostcamp-sts-v1-test-183,0.65
boostcamp-sts-v1-test-184,3.78
boostcamp-sts-v1-test-185,4.47
boostcamp-sts-v1-test-186,4.27
boostcamp-sts-v1-test-187,3.81
boostcamp-sts-v1-test-188,-0.01
boostcamp-sts-v1-test-189,4.46
boostcamp-sts-v1-test-190,2.06
boostcamp-sts-v1-test-191,0.81
boostcamp-sts-v1-test-192,1.14
boostcamp-sts-v1-test-193,1.91
boostcamp-sts-v1-test-194,3.0
boostcamp-sts-v1-test-195,0.95
boostcamp-sts-v1-test-196,1.44
boostcamp-sts-v1-test-197,4.59
boostcamp-sts-v1-test-198,4.33
boostcamp-sts-v1-test-199,0.8
boostcamp-sts-v1-test-200,3.4
boostcamp-sts-v1-test-201,4.37
boostcamp-sts-v1-test-202,4.52
boostcamp-sts-v1-test-203,0.27
boostcamp-sts-v1-test-204,1.41
boostcamp-sts-v1-test-205,2.48
boostcamp-sts-v1-test-206,1.5
boostcamp-sts-v1-test-207,1.55
boostcamp-sts-v1-test-208,0.83
boostcamp-sts-v1-test-209,3.96
boostcamp-sts-v1-test-210,1.59
boostcamp-sts-v1-test-211,2.5
boostcamp-sts-v1-test-212,1.02
boostcamp-sts-v1-test-213,1.25
boostcamp-sts-v1-test-214,4.44
boostcamp-sts-v1-test-215,3.86
boostcamp-sts-v1-test-216,3.96
boostcamp-sts-v1-test-217,0.94
boostcamp-sts-v1-test-218,1.64
boostcamp-sts-v1-test-219,0.6
boostcamp-sts-v1-test-220,3.89
boostcamp-sts-v1-test-221,3.75
boostcamp-sts-v1-test-222,3.77
boostcamp-sts-v1-test-223,2.12
boostcamp-sts-v1-test-224,4.65
boostcamp-sts-v1-test-225,3.58
boostcamp-sts-v1-test-226,4.18
boostcamp-sts-v1-test-227,3.19
boostcamp-sts-v1-test-228,2.58
boostcamp-sts-v1-test-229,0.35
boostcamp-sts-v1-test-230,1.01
boostcamp-sts-v1-test-231,1.53
boostcamp-sts-v1-test-232,4.05
boostcamp-sts-v1-test-233,2.56
boostcamp-sts-v1-test-234,0.02
boostcamp-sts-v1-test-235,1.41
boostcamp-sts-v1-test-236,2.86
boostcamp-sts-v1-test-237,1.9
boostcamp-sts-v1-test-238,2.87
boostcamp-sts-v1-test-239,1.81
boostcamp-sts-v1-test-240,1.22
boostcamp-sts-v1-test-241,1.2
boostcamp-sts-v1-test-242,0.43
boostcamp-sts-v1-test-243,4.65
boostcamp-sts-v1-test-244,0.74
boostcamp-sts-v1-test-245,4.59
boostcamp-sts-v1-test-246,2.48
boostcamp-sts-v1-test-247,3.85
boostcamp-sts-v1-test-248,4.3
boostcamp-sts-v1-test-249,2.78
boostcamp-sts-v1-test-250,0.93
boostcamp-sts-v1-test-251,1.49
boostcamp-sts-v1-test-252,0.11
boostcamp-sts-v1-test-253,3.22
boostcamp-sts-v1-test-254,3.56
boostcamp-sts-v1-test-255,4.59
boostcamp-sts-v1-test-256,4.47
boostcamp-sts-v1-test-257,1.81
boostcamp-sts-v1-test-258,4.49
boostcamp-sts-v1-test-259,3.09
boostcamp-sts-v1-test-260,4.76
boostcamp-sts-v1-test-261,4.53
boostcamp-sts-v1-test-262,4.37
boostcamp-sts-v1-test-263,4.31
boostcamp-sts-v1-test-264,4.31
boostcamp-sts-v1-test-265,4.02
boostcamp-sts-v1-test-266,4.67
boostcamp-sts-v1-test-267,2.94
boostcamp-sts-v1-test-268,0.61
boostcamp-sts-v1-test-269,0.14
boostcamp-sts-v1-test-270,4.14
boostcamp-sts-v1-test-271,2.27
boostcamp-sts-v1-test-272,2.87
boostcamp-sts-v1-test-273,4.73
boostcamp-sts-v1-test-274,4.0
boostcamp-sts-v1-test-275,4.6
boostcamp-sts-v1-test-276,2.41
boostcamp-sts-v1-test-277,1.19
boostcamp-sts-v1-test-278,2.59
boostcamp-sts-v1-test-279,4.69
boostcamp-sts-v1-test-280,0.82
boostcamp-sts-v1-test-281,4.13
boostcamp-sts-v1-test-282,4.3
boostcamp-sts-v1-test-283,0.31
boostcamp-sts-v1-test-284,4.09
boostcamp-sts-v1-test-285,1.54
boostcamp-sts-v1-test-286,1.74
boostcamp-sts-v1-test-287,3.76
boostcamp-sts-v1-test-288,0.09
boostcamp-sts-v1-test-289,0.36
boostcamp-sts-v1-test-290,0.68
boostcamp-sts-v1-test-291,0.31
boostcamp-sts-v1-test-292,3.36
boostcamp-sts-v1-test-293,2.08
boostcamp-sts-v1-test-294,2.07
boostcamp-sts-v1-test-295,3.45
boostcamp-sts-v1-test-296,2.61
boostcamp-sts-v1-test-297,0.3
boostcamp-sts-v1-test-298,4.78
boostcamp-sts-v1-test-299,1.51
boostcamp-sts-v1-test-300,4.77
boostcamp-sts-v1-test-301,3.27
boostcamp-sts-v1-test-302,1.33
boostcamp-sts-v1-test-303,3.58
boostcamp-sts-v1-test-304,2.84
boostcamp-sts-v1-test-305,1.91
boostcamp-sts-v1-test-306,3.23
boostcamp-sts-v1-test-307,4.64
boostcamp-sts-v1-test-308,0.97
boostcamp-sts-v1-test-309,0.74
boostcamp-sts-v1-test-310,4.55
boostcamp-sts-v1-test-311,2.95
boostcamp-sts-v1-test-312,0.46
boostcamp-sts-v1-test-313,4.57
boostcamp-sts-v1-test-314,0.74
boostcamp-sts-v1-test-315,4.11
boostcamp-sts-v1-test-316,4.36
boostcamp-sts-v1-test-317,1.23
boostcamp-sts-v1-test-318,4.46
boostcamp-sts-v1-test-319,1.0
boostcamp-sts-v1-test-320,0.5
boostcamp-sts-v1-test-321,0.22
boostcamp-sts-v1-test-322,4.08
boostcamp-sts-v1-test-323,0.13
boostcamp-sts-v1-test-324,1.54
boostcamp-sts-v1-test-325,4.52
boostcamp-sts-v1-test-326,4.34
boostcamp-sts-v1-test-327,1.27
boostcamp-sts-v1-test-328,3.24
boostcamp-sts-v1-test-329,0.51
boostcamp-sts-v1-test-330,1.44
boostcamp-sts-v1-test-331,4.6
boostcamp-sts-v1-test-332,3.9
boostcamp-sts-v1-test-333,4.66
boostcamp-sts-v1-test-334,2.48
boostcamp-sts-v1-test-335,4.52
boostcamp-sts-v1-test-336,3.84
boostcamp-sts-v1-test-337,1.5
boostcamp-sts-v1-test-338,4.44
boostcamp-sts-v1-test-339,1.67
boostcamp-sts-v1-test-340,2.4
boostcamp-sts-v1-test-341,4.84
boostcamp-sts-v1-test-342,2.37
boostcamp-sts-v1-test-343,1.01
boostcamp-sts-v1-test-344,4.58
boostcamp-sts-v1-test-345,4.1
boostcamp-sts-v1-test-346,1.4
boostcamp-sts-v1-test-347,3.29
boostcamp-sts-v1-test-348,2.15
boostcamp-sts-v1-test-349,1.97
boostcamp-sts-v1-test-350,2.04
boostcamp-sts-v1-test-351,1.8
boostcamp-sts-v1-test-352,3.44
boostcamp-sts-v1-test-353,0.21
boostcamp-sts-v1-test-354,-0.0
boostcamp-sts-v1-test-355,2.14
boostcamp-sts-v1-test-356,3.93
boostcamp-sts-v1-test-357,2.2
boostcamp-sts-v1-test-358,3.84
boostcamp-sts-v1-test-359,4.18
boostcamp-sts-v1-test-360,4.4
boostcamp-sts-v1-test-361,1.06
boostcamp-sts-v1-test-362,3.17
boostcamp-sts-v1-test-363,0.1
boostcamp-sts-v1-test-364,4.09
boostcamp-sts-v1-test-365,4.82
boostcamp-sts-v1-test-366,0.74
boostcamp-sts-v1-test-367,1.67
boostcamp-sts-v1-test-368,0.87
boostcamp-sts-v1-test-369,0.49
boostcamp-sts-v1-test-370,0.82
boostcamp-sts-v1-test-371,3.66
boostcamp-sts-v1-test-372,3.59
boostcamp-sts-v1-test-373,0.16
boostcamp-sts-v1-test-374,0.71
boostcamp-sts-v1-test-375,4.56
boostcamp-sts-v1-test-376,2.78
boostcamp-sts-v1-test-377,3.62
boostcamp-sts-v1-test-378,4.74
boostcamp-sts-v1-test-379,4.61
boostcamp-sts-v1-test-380,2.2
boostcamp-sts-v1-test-381,0.23
boostcamp-sts-v1-test-382,2.29
boostcamp-sts-v1-test-383,3.31
boostcamp-sts-v1-test-384,0.94
boostcamp-sts-v1-test-385,1.88
boostcamp-sts-v1-test-386,4.11
boostcamp-sts-v1-test-387,1.46
boostcamp-sts-v1-test-388,1.86
boostcamp-sts-v1-test-389,1.74
boostcamp-sts-v1-test-390,4.02
boostcamp-sts-v1-test-391,1.67
boostcamp-sts-v1-test-392,1.47
boostcamp-sts-v1-test-393,4.71
boostcamp-sts-v1-test-394,4.32
boostcamp-sts-v1-test-395,3.98
boostcamp-sts-v1-test-396,1.2
boostcamp-sts-v1-test-397,4.15
boostcamp-sts-v1-test-398,1.42
boostcamp-sts-v1-test-399,0.7
boostcamp-sts-v1-test-400,2.51
boostcamp-sts-v1-test-401,1.95
boostcamp-sts-v1-test-402,1.33
boostcamp-sts-v1-test-403,4.68
boostcamp-sts-v1-test-404,4.71
boostcamp-sts-v1-test-405,0.59
boostcamp-sts-v1-test-406,4.29
boostcamp-sts-v1-test-407,3.04
boostcamp-sts-v1-test-408,4.29
boostcamp-sts-v1-test-409,4.69
boostcamp-sts-v1-test-410,3.55
boostcamp-sts-v1-test-411,1.58
boostcamp-sts-v1-test-412,0.45
boostcamp-sts-v1-test-413,4.37
boostcamp-sts-v1-test-414,3.24
boostcamp-sts-v1-test-415,0.65
boostcamp-sts-v1-test-416,3.34
boostcamp-sts-v1-test-417,3.47
boostcamp-sts-v1-test-418,4.49
boostcamp-sts-v1-test-419,2.42
boostcamp-sts-v1-test-420,4.4
boostcamp-sts-v1-test-421,4.29
boostcamp-sts-v1-test-422,3.69
boostcamp-sts-v1-test-423,3.81
boostcamp-sts-v1-test-424,2.39
boostcamp-sts-v1-test-425,1.91
boostcamp-sts-v1-test-426,2.78
boostcamp-sts-v1-test-427,4.65
boostcamp-sts-v1-test-428,4.28
boostcamp-sts-v1-test-429,3.88
boostcamp-sts-v1-test-430,0.85
boostcamp-sts-v1-test-431,0.96
boostcamp-sts-v1-test-432,2.41
boostcamp-sts-v1-test-433,1.7
boostcamp-sts-v1-test-434,0.51
boostcamp-sts-v1-test-435,1.5
boostcamp-sts-v1-test-436,1.91
boostcamp-sts-v1-test-437,1.22
boostcamp-sts-v1-test-438,2.28
boostcamp-sts-v1-test-439,3.68
boostcamp-sts-v1-test-440,0.3
boostcamp-sts-v1-test-441,2.59
boostcamp-sts-v1-test-442,4.22
boostcamp-sts-v1-test-443,0.26
boostcamp-sts-v1-test-444,4.46
boostcamp-sts-v1-test-445,0.85
boostcamp-sts-v1-test-446,3.39
boostcamp-sts-v1-test-447,0.93
boostcamp-sts-v1-test-448,4.24
boostcamp-sts-v1-test-449,4.25
boostcamp-sts-v1-test-450,2.65
boostcamp-sts-v1-test-451,0.96
boostcamp-sts-v1-test-452,4.29
boostcamp-sts-v1-test-453,1.38
boostcamp-sts-v1-test-454,2.04
boostcamp-sts-v1-test-455,1.1
boostcamp-sts-v1-test-456,0.88
boostcamp-sts-v1-test-457,3.34
boostcamp-sts-v1-test-458,1.53
boostcamp-sts-v1-test-459,2.39
boostcamp-sts-v1-test-460,0.3
boostcamp-sts-v1-test-461,4.23
boostcamp-sts-v1-test-462,4.42
boostcamp-sts-v1-test-463,3.39
boostcamp-sts-v1-test-464,0.85
boostcamp-sts-v1-test-465,0.2
boostcamp-sts-v1-test-466,2.27
boostcamp-sts-v1-test-467,2.73
boostcamp-sts-v1-test-468,2.8
boostcamp-sts-v1-test-469,1.09
boostcamp-sts-v1-test-470,2.22
boostcamp-sts-v1-test-471,1.44
boostcamp-sts-v1-test-472,4.42
boostcamp-sts-v1-test-473,1.8
boostcamp-sts-v1-test-474,3.58
boostcamp-sts-v1-test-475,0.13
boostcamp-sts-v1-test-476,4.29
boostcamp-sts-v1-test-477,1.5
boostcamp-sts-v1-test-478,3.08
boostcamp-sts-v1-test-479,2.69
boostcamp-sts-v1-test-480,4.27
boostcamp-sts-v1-test-481,0.89
boostcamp-sts-v1-test-482,4.77
boostcamp-sts-v1-test-483,4.52
boostcamp-sts-v1-test-484,1.2
boostcamp-sts-v1-test-485,2.93
boostcamp-sts-v1-test-486,1.59
boostcamp-sts-v1-test-487,3.77
boostcamp-sts-v1-test-488,0.4
boostcamp-sts-v1-test-489,1.14
boostcamp-sts-v1-test-490,4.18
boostcamp-sts-v1-test-491,1.76
boostcamp-sts-v1-test-492,1.84
boostcamp-sts-v1-test-493,0.06
boostcamp-sts-v1-test-494,4.27
boostcamp-sts-v1-test-495,0.22
boostcamp-sts-v1-test-496,4.44
boostcamp-sts-v1-test-497,4.73
boostcamp-sts-v1-test-498,4.08
boostcamp-sts-v1-test-499,2.79
boostcamp-sts-v1-test-500,0.3
boostcamp-sts-v1-test-501,4.34
boostcamp-sts-v1-test-502,4.41
boostcamp-sts-v1-test-503,1.05
boostcamp-sts-v1-test-504,4.49
boostcamp-sts-v1-test-505,0.5
boostcamp-sts-v1-test-506,0.4
boostcamp-sts-v1-test-507,0.68
boostcamp-sts-v1-test-508,0.33
boostcamp-sts-v1-test-509,4.39
boostcamp-sts-v1-test-510,1.36
boostcamp-sts-v1-test-511,0.69
boostcamp-sts-v1-test-512,0.15
boostcamp-sts-v1-test-513,1.26
boostcamp-sts-v1-test-514,1.08
boostcamp-sts-v1-test-515,0.7
boostcamp-sts-v1-test-516,0.91
boostcamp-sts-v1-test-517,1.78
boostcamp-sts-v1-test-518,4.54
boostcamp-sts-v1-test-519,2.85
boostcamp-sts-v1-test-520,0.19
boostcamp-sts-v1-test-521,3.22
boostcamp-sts-v1-test-522,0.44
boostcamp-sts-v1-test-523,2.86
boostcamp-sts-v1-test-524,1.38
boostcamp-sts-v1-test-525,1.95
boostcamp-sts-v1-test-526,1.48
boostcamp-sts-v1-test-527,1.6
boostcamp-sts-v1-test-528,1.78
boostcamp-sts-v1-test-529,2.96
boostcamp-sts-v1-test-530,4.53
boostcamp-sts-v1-test-531,1.68
boostcamp-sts-v1-test-532,0.22
boostcamp-sts-v1-test-533,1.11
boostcamp-sts-v1-test-534,1.62
boostcamp-sts-v1-test-535,4.31
boostcamp-sts-v1-test-536,4.22
boostcamp-sts-v1-test-537,4.26
boostcamp-sts-v1-test-538,1.87
boostcamp-sts-v1-test-539,0.68
boostcamp-sts-v1-test-540,1.15
boostcamp-sts-v1-test-541,4.61
boostcamp-sts-v1-test-542,2.67
boostcamp-sts-v1-test-543,1.7
boostcamp-sts-v1-test-544,1.44
boostcamp-sts-v1-test-545,1.8
boostcamp-sts-v1-test-546,4.73
boostcamp-sts-v1-test-547,4.6
boostcamp-sts-v1-test-548,3.16
boostcamp-sts-v1-test-549,3.04
boostcamp-sts-v1-test-550,0.74
